algorithm_name,scenario,env_n,states_n,actions_count,actions_cost,native_cost,time,solution_found
DLS(50),UNIFORM,4,35769,0,0,0,0.034465897000245604,False
DLS(50),UNIFORM,5,1778,50,140,50,0.001570186999742873,True
DLS(50),UNIFORM,6,14659,50,194,50,0.013994729999922129,True
DLS(50),UNIFORM,7,21722,0,0,0,0.0209193390001019,False
DLS(50),UNIFORM,8,22215,50,248,50,0.02112614299994675,True
DLS(50),UNIFORM,9,2298,50,149,50,0.0020956739999746787,True
DLS(50),UNIFORM,10,29393,0,0,0,0.028158213999631698,False
DLS(50),UNIFORM,11,25992,0,0,0,0.02519024699995498,False
DLS(50),UNIFORM,12,24336,0,0,0,0.02356656900019516,False
DLS(50),UNIFORM,13,38899,0,0,0,0.03753798000025199,False
DLS(50),UNIFORM,14,38327,0,0,0,0.03692755100018985,False
DLS(50),UNIFORM,15,4317,50,158,50,0.003929366000193113,True
DLS(50),UNIFORM,16,19104,50,347,50,0.018105675999777304,True
DLS(50),UNIFORM,17,20500,50,122,50,0.019355314999756956,True
DLS(50),UNIFORM,18,11028,49,130,49,0.010221575000286975,True
DLS(50),UNIFORM,19,228,49,121,49,0.00019289599958938197,True
DLS(50),UNIFORM,20,149,49,94,49,0.0001298870001846808,True
DLS(50),UNIFORM,21,5634,21,30,21,0.005286735000026965,True
DLS(50),UNIFORM,22,32890,0,0,0,0.03192339199995331,False
DLS(50),UNIFORM,23,32963,0,0,0,0.031310100999689894,False
DLS(50),UNIFORM,24,16840,0,0,0,0.01612015299997438,False
DLS(50),UNIFORM,25,32096,0,0,0,0.030620724000073096,False
DLS(50),UNIFORM,26,33355,0,0,0,0.03721438499997021,False
DLS(50),UNIFORM,27,10818,49,229,49,0.010257427999931679,True
DLS(50),UNIFORM,28,19432,0,0,0,0.018378794000000198,False
DLS(50),UNIFORM,29,17591,0,0,0,0.01673413199978313,False
DLS(50),UNIFORM,30,4784,50,86,50,0.004378825999992841,True
SUMMARY_MEAN,UNIFORM,,8115.0,47.666666666666664,165.86666666666667,47.666666666666664,0.007629064999946422,
SUMMARY_STD,UNIFORM,,7470.941654169172,7.142984125855399,77.04013384088985,7.142984125855399,0.007116550222081239,
DLS(75),UNIFORM,1,1363,75,318,75,0.0011967149998781679,True
DLS(75),UNIFORM,2,79294,0,0,0,0.07809585199993307,False
DLS(75),UNIFORM,3,10696,75,210,75,0.010117295999862108,True
DLS(75),UNIFORM,4,89989,75,318,75,0.089468227999987,True
DLS(75),UNIFORM,5,10037,72,162,72,0.009509973999684007,True
DLS(75),UNIFORM,6,36327,74,236,74,0.035113341999931436,True
DLS(75),UNIFORM,7,63637,0,0,0,0.06257987399976628,False
DLS(75),UNIFORM,8,40537,74,290,74,0.039080705999822385,True
DLS(75),UNIFORM,9,8909,74,155,74,0.008740248000322026,True
DLS(75),UNIFORM,10,80228,0,0,0,0.07854939299977559,False
DLS(75),UNIFORM,11,74468,0,0,0,0.07446079400006056,False
DLS(75),UNIFORM,12,68428,0,0,0,0.06614343499995812,False
DLS(75),UNIFORM,13,89102,74,398,74,0.0954937759997847,True
DLS(75),UNIFORM,14,88245,75,435,75,0.08665927699985332,True
DLS(75),UNIFORM,15,8829,74,182,74,0.008465288000024884,True
DLS(75),UNIFORM,16,45379,74,389,74,0.04387439699985407,True
DLS(75),UNIFORM,17,41423,74,164,74,0.03975248400001874,True
DLS(75),UNIFORM,18,16187,75,264,75,0.015428263999638148,True
DLS(75),UNIFORM,19,1574,73,181,73,0.0014071359996705723,True
DLS(75),UNIFORM,20,2476,75,174,75,0.0021686079999199137,True
DLS(75),UNIFORM,21,33245,21,30,21,0.03195007800013627,True
DLS(75),UNIFORM,22,2215,74,191,74,0.0019990589998997166,True
DLS(75),UNIFORM,23,62021,75,129,75,0.05999828600033652,True
DLS(75),UNIFORM,24,50132,0,0,0,0.04798295999989932,False
DLS(75),UNIFORM,25,1734,74,200,74,0.00149438399967039,True
DLS(75),UNIFORM,26,93952,0,0,0,0.09154359499962084,False
DLS(75),UNIFORM,27,15390,75,273,75,0.014728029999787395,True
DLS(75),UNIFORM,28,56501,0,0,0,0.060150895999868226,False
DLS(75),UNIFORM,29,50122,0,0,0,0.048359158000039315,False
DLS(75),UNIFORM,30,10240,74,128,74,0.009761946999788051,True
SUMMARY_MEAN,UNIFORM,,29329.428571428572,71.71428571428571,229.85714285714286,71.71428571428571,0.028876548714184276,
SUMMARY_STD,UNIFORM,,29636.10304304922,11.364702485548577,98.44761029496408,11.364702485548577,0.030011117325403354,
DLS(100),UNIFORM,1,6595,99,342,99,0.0062082019999252225,True
DLS(100),UNIFORM,2,2901,100,316,100,0.002642663000187895,True
DLS(100),UNIFORM,3,27481,99,270,99,0.026624953000009555,True
DLS(100),UNIFORM,4,112741,99,342,99,0.11081901500028835,True
DLS(100),UNIFORM,5,23881,100,208,100,0.02288112699989142,True
DLS(100),UNIFORM,6,63486,100,280,100,0.0625405559999308,True
DLS(100),UNIFORM,7,134101,0,0,0,0.13448323000011442,False
DLS(100),UNIFORM,8,45562,100,334,100,0.0440665840001202,True
DLS(100),UNIFORM,9,2012,96,177,96,0.0018738660000963137,True
DLS(100),UNIFORM,10,113567,100,433,100,0.112289674999829,True
DLS(100),UNIFORM,11,150771,0,0,0,0.15490281800020966,False
DLS(100),UNIFORM,12,59841,99,261,99,0.06091569000000163,True
DLS(100),UNIFORM,13,131498,100,460,100,0.13104523699985293,True
DLS(100),UNIFORM,14,19875,99,513,99,0.019182293000085338,True
DLS(100),UNIFORM,15,14535,100,226,100,0.013868345999981102,True
DLS(100),UNIFORM,16,91044,100,433,100,0.08940699500044502,True
DLS(100),UNIFORM,17,49851,100,190,100,0.04841825499988772,True
DLS(100),UNIFORM,18,42083,99,306,99,0.04590111299967248,True
DLS(100),UNIFORM,19,6141,79,187,79,0.005879158999960055,True
DLS(100),UNIFORM,20,8587,99,252,99,0.008003686999927595,True
DLS(100),UNIFORM,21,90119,21,30,21,0.08828338400007851,True
DLS(100),UNIFORM,22,101,100,217,100,0.0001252540000677982,True
DLS(100),UNIFORM,23,334,99,243,99,0.0003076810003221908,True
DLS(100),UNIFORM,24,109468,0,0,0,0.10792019100017569,False
DLS(100),UNIFORM,25,5098,100,244,100,0.004882662999989407,True
DLS(100),UNIFORM,26,119527,100,532,100,0.11846218000027875,True
DLS(100),UNIFORM,27,1986,99,297,99,0.0017523240003356477,True
DLS(100),UNIFORM,28,120143,0,0,0,0.11868024799969135,False
DLS(100),UNIFORM,29,107261,0,0,0,0.1053382589998364,False
DLS(100),UNIFORM,30,97,96,168,96,0.00011555199989743414,True
SUMMARY_MEAN,UNIFORM,,41557.72,95.32,290.44,95.32,0.0410598581600425,
SUMMARY_STD,UNIFORM,,43124.6756644221,15.716793566119012,114.11085136830765,15.716793566119012,0.04276367695918431,
Random,UNIFORM,1,1047,37,172,37,0.002195543000198086,True
Random,UNIFORM,2,14352,76,166,76,0.027443774999937887,True
Random,UNIFORM,3,627,17,62,17,0.0011672540003928589,True
Random,UNIFORM,4,11135,71,314,71,0.02141912200022489,True
Random,UNIFORM,5,280,10,28,10,0.0005086239998490782,True
Random,UNIFORM,6,1219,24,150,24,0.002312871000412997,True
Random,UNIFORM,7,25432,125,971,125,0.049392162000003736,True
Random,UNIFORM,8,2987,38,236,38,0.005719195999972726,True
Random,UNIFORM,9,528,20,101,20,0.0009653299998717557,True
Random,UNIFORM,10,11596,86,419,86,0.02226444600000832,True
Random,UNIFORM,11,21334,125,539,125,0.040875695000067935,True
Random,UNIFORM,12,13646,81,207,81,0.02618688199981989,True
Random,UNIFORM,13,8066,60,384,60,0.015577610000036657,True
Random,UNIFORM,14,10646,75,435,75,0.020670109000093362,True
Random,UNIFORM,15,1297,24,132,24,0.0024540439999327646,True
Random,UNIFORM,16,4278,34,331,34,0.008293966999644908,True
Random,UNIFORM,17,6104,36,108,36,0.011705000000347354,True
Random,UNIFORM,18,1038,25,52,25,0.001895298999897932,True
Random,UNIFORM,19,3372,39,129,39,0.006375384999955713,True
Random,UNIFORM,20,2791,39,48,39,0.0053347670000221115,True
Random,UNIFORM,21,978,21,30,21,0.0017836089996308147,True
Random,UNIFORM,22,7028,52,169,52,0.013386695999997755,True
Random,UNIFORM,23,13163,61,133,61,0.02521706700008508,True
Random,UNIFORM,24,28860,157,949,157,0.05543598899976132,True
Random,UNIFORM,25,8305,58,148,58,0.015823482000087097,True
Random,UNIFORM,26,14041,82,514,82,0.027073026999914873,True
Random,UNIFORM,27,1783,35,233,35,0.0033927949998542317,True
Random,UNIFORM,28,22927,132,573,132,0.04443853800012221,True
Random,UNIFORM,29,12018,111,840,111,0.023099636000097235,True
Random,UNIFORM,30,433,16,52,16,0.0008107100002234802,True
SUMMARY_MEAN,UNIFORM,,8377.033333333333,58.9,287.5,58.9,0.01610728766668217,
SUMMARY_STD,UNIFORM,,7982.373775944652,38.675875340234164,260.9340593585539,38.675875340234164,0.015400908361219379,
UCS,UNIFORM,1,1620,37,172,37,0.002723793999848567,True
UCS,UNIFORM,2,5501,76,166,76,0.014628893999997672,True
UCS,UNIFORM,3,511,17,62,17,0.0008254989998022211,True
UCS,UNIFORM,4,6291,71,314,71,0.010861292999834404,True
UCS,UNIFORM,5,187,10,28,10,0.0002968490002785984,True
UCS,UNIFORM,6,996,24,150,24,0.0015700670001024264,True
UCS,UNIFORM,7,8423,125,971,125,0.01410491800015734,True
UCS,UNIFORM,8,2235,36,234,36,0.0037466710000444436,True
UCS,UNIFORM,9,669,20,101,20,0.0010441419999551727,True
UCS,UNIFORM,10,6557,86,419,86,0.01116774499996609,True
UCS,UNIFORM,11,8715,125,539,125,0.014656107000064367,True
UCS,UNIFORM,12,5144,79,187,79,0.008816185000341648,True
UCS,UNIFORM,13,6091,60,384,60,0.010662457000307768,True
UCS,UNIFORM,14,7958,75,435,75,0.013647920000039448,True
UCS,UNIFORM,15,967,24,132,24,0.0015552210002169886,True
UCS,UNIFORM,16,1760,34,331,34,0.002961892999792326,True
UCS,UNIFORM,17,2078,34,106,34,0.0034631799999260693,True
UCS,UNIFORM,18,1144,25,52,25,0.0017995489997701952,True
UCS,UNIFORM,19,1959,35,89,35,0.003193323999767017,True
UCS,UNIFORM,20,1498,39,48,39,0.0024564600003031956,True
UCS,UNIFORM,21,745,21,30,21,0.001165886999842769,True
UCS,UNIFORM,22,3811,52,169,52,0.006350637000196002,True
UCS,UNIFORM,23,4454,57,93,57,0.00733211399983702,True
UCS,UNIFORM,24,8914,155,947,155,0.014574410000022908,True
UCS,UNIFORM,25,3861,56,128,56,0.00649032499995883,True
UCS,UNIFORM,26,7016,82,514,82,0.011811141000180214,True
UCS,UNIFORM,27,1334,33,213,33,0.002257097999972757,True
UCS,UNIFORM,28,8323,132,573,132,0.013916025000071386,True
UCS,UNIFORM,29,6766,111,840,111,0.01144802199996775,True
UCS,UNIFORM,30,202,14,32,14,0.0003033069997400162,True
SUMMARY_MEAN,UNIFORM,,3857.6666666666665,58.166666666666664,281.96666666666664,58.166666666666664,0.006661037800010187,
SUMMARY_STD,UNIFORM,,2947.5914951400955,38.74109216609958,263.95763338502303,38.74109216609958,0.005179651168579666,
